Country,Segment,Date,Snapshot Date,Metric,Value
Switzerland,Corporates,2019-03,31/03/2019,PD,0.009389951
Switzerland,Corporates - Of Which: Specialised Lending,2019-03,31/03/2019,PD,
Switzerland,Corporates - Of Which: SME,2019-03,31/03/2019,PD,0.012403674
Switzerland,Retail,2019-03,31/03/2019,PD,0.009306432
Switzerland,Retail - Secured on real estate property,2019-03,31/03/2019,PD,0.007941926
Switzerland,Retail - Qualifying Revolving,2019-03,31/03/2019,PD,0.017684709
Switzerland,Retail - Other Retail,2019-03,31/03/2019,PD,0.01395584
United States,Corporates,2019-03,31/03/2019,PD,0.010351769
United States,Corporates - Of Which: Specialised Lending,2019-03,31/03/2019,PD,
United States,Corporates - Of Which: SME,2019-03,31/03/2019,PD,0.027845314
United States,Retail,2019-03,31/03/2019,PD,0.018579194
United States,Retail - Secured on real estate property,2019-03,31/03/2019,PD,0.010534213
United States,Retail - Qualifying Revolving,2019-03,31/03/2019,PD,0.018429037
United States,Retail - Other Retail,2019-03,31/03/2019,PD,0.026413846
Austria,Corporates,2018-12,31/12/2018,PD,0.011542758
Austria,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Austria,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.023083696
Austria,Retail,2018-12,31/12/2018,PD,0.0150031
Austria,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.0135424
Austria,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.007223605
Austria,Retail - Other Retail,2018-12,31/12/2018,PD,0.020256806
Belgium,Corporates,2018-12,31/12/2018,PD,0.019605732
Belgium,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Belgium,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.025982932
Belgium,Retail,2018-12,31/12/2018,PD,0.01227511
Belgium,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.011139722
Belgium,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.010988932
Belgium,Retail - Other Retail,2018-12,31/12/2018,PD,0.01793979
Bulgaria,Corporates,2018-12,31/12/2018,PD,0.0263421
Bulgaria,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Bulgaria,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.034255301
Bulgaria,Retail,2018-12,31/12/2018,PD,0.025127313
Bulgaria,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.021366946
Bulgaria,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.027811515
Bulgaria,Retail - Other Retail,2018-12,31/12/2018,PD,0.034095605
Croatia,Corporates,2018-12,31/12/2018,PD,0.037827781
Croatia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Croatia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.048946147
Croatia,Retail,2018-12,31/12/2018,PD,0.019331403
Croatia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.014374556
Croatia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.018134715
Croatia,Retail - Other Retail,2018-12,31/12/2018,PD,0.021648101
Cyprus,Corporates,2018-12,31/12/2018,PD,0.035324296
Cyprus,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Cyprus,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.007928637
Cyprus,Retail,2018-12,31/12/2018,PD,0.013971667
Cyprus,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.006590174
Cyprus,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.008995907
Cyprus,Retail - Other Retail,2018-12,31/12/2018,PD,0.018609315
Czech,Corporates,2018-12,31/12/2018,PD,0.022569958
Czech,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Czech,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.022248727
Czech,Retail,2018-12,31/12/2018,PD,0.018946124
Czech,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.0132184
Czech,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.045752319
Czech,Retail - Other Retail,2018-12,31/12/2018,PD,0.033462305
Denmark,Corporates,2018-12,31/12/2018,PD,0.015048332
Denmark,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Denmark,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.020914385
Denmark,Retail,2018-12,31/12/2018,PD,0.012986248
Denmark,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.011613464
Denmark,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.01573914
Denmark,Retail - Other Retail,2018-12,31/12/2018,PD,0.022266146
Estonia,Corporates,2018-12,31/12/2018,PD,0.009496722
Estonia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Estonia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.020166132
Estonia,Retail,2018-12,31/12/2018,PD,0.017538718
Estonia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.01401593
Estonia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.009444655
Estonia,Retail - Other Retail,2018-12,31/12/2018,PD,0.029458968
France,Corporates,2018-12,31/12/2018,PD,0.011389297
Finland,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Finland,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.018021616
Finland,Retail,2018-12,31/12/2018,PD,0.011085903
Finland,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.008172254
Finland,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.018319179
Finland,Retail - Other Retail,2018-12,31/12/2018,PD,0.025553179
France,Corporates,2018-12,31/12/2018,PD,0.013410673
France,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
France,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.023846539
France,Retail,2018-12,31/12/2018,PD,0.015979916
France,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.010321516
France,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.03994365
France,Retail - Other Retail,2018-12,31/12/2018,PD,0.02206077
Germany,Corporates,2018-12,31/12/2018,PD,0.01138285
Germany,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Germany,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.011282752
Germany,Retail,2018-12,31/12/2018,PD,0.011230899
Germany,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.009524907
Germany,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.007040605
Germany,Retail - Other Retail,2018-12,31/12/2018,PD,0.018114677
Greece,Corporates,2018-12,31/12/2018,PD,0.123420454
Greece,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Greece,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.149917308
Greece,Retail,2018-12,31/12/2018,PD,0.147459169
Greece,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.129455418
Greece,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.063109759
Greece,Retail - Other Retail,2018-12,31/12/2018,PD,0.272708863
Hungary,Corporates,2018-12,31/12/2018,PD,0.016714302
Hungary,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Hungary,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.029536395
Hungary,Retail,2018-12,31/12/2018,PD,0.03156288
Hungary,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.026397329
Hungary,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.05131062
Hungary,Retail - Other Retail,2018-12,31/12/2018,PD,0.037927935
Ireland,Corporates,2018-12,31/12/2018,PD,0.015045305
Ireland,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Ireland,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.030000337
Ireland,Retail,2018-12,31/12/2018,PD,0.026672038
Ireland,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.024867676
Ireland,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.034431402
Ireland,Retail - Other Retail,2018-12,31/12/2018,PD,0.036687513
Italy,Corporates,2018-12,31/12/2018,PD,0.064382968
Italy,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Italy,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.104613613
Italy,Retail,2018-12,31/12/2018,PD,0.026097324
Italy,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.016909693
Italy,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.042704566
Italy,Retail - Other Retail,2018-12,31/12/2018,PD,0.052969885
Latvia,Corporates,2018-12,31/12/2018,PD,0.014257833
Latvia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Latvia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.023086175
Latvia,Retail,2018-12,31/12/2018,PD,0.030520406
Latvia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.025192202
Latvia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.041415476
Latvia,Retail - Other Retail,2018-12,31/12/2018,PD,0.043952658
Lithuania,Corporates,2018-12,31/12/2018,PD,0.011500872
Lithuania,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Lithuania,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.014586037
Lithuania,Retail,2018-12,31/12/2018,PD,0.017134614
Lithuania,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.01540679
Lithuania,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.020922614
Lithuania,Retail - Other Retail,2018-12,31/12/2018,PD,0.026496414
Luxembourg,Corporates,2018-12,31/12/2018,PD,0.009383286
Luxembourg,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Luxembourg,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.016654738
Luxembourg,Retail,2018-12,31/12/2018,PD,0.00893648
Luxembourg,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.008471637
Luxembourg,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.007770784
Luxembourg,Retail - Other Retail,2018-12,31/12/2018,PD,0.016282992
Malta,Corporates,2018-12,31/12/2018,PD,0.048099173
Malta,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Malta,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.020872077
Malta,Retail,2018-12,31/12/2018,PD,0.007666438
Malta,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.009337061
Malta,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.010222468
Malta,Retail - Other Retail,2018-12,31/12/2018,PD,0.007751192
Netherlands,Corporates,2018-12,31/12/2018,PD,0.019496477
Netherlands,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Netherlands,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.028092135
Netherlands,Retail,2018-12,31/12/2018,PD,0.006744047
Netherlands,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.005769922
Netherlands,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.035235101
Netherlands,Retail - Other Retail,2018-12,31/12/2018,PD,0.023612149
Norway,Corporates,2018-12,31/12/2018,PD,0.016009212
Norway,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Norway,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.015921268
Norway,Retail,2018-12,31/12/2018,PD,0.010393557
Norway,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.008025146
Norway,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.015499859
Norway,Retail - Other Retail,2018-12,31/12/2018,PD,0.020476878
Poland,Corporates,2018-12,31/12/2018,PD,0.017015695
Poland,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Poland,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.020957251
Poland,Retail,2018-12,31/12/2018,PD,0.017654635
Poland,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.010006732
Poland,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.023885227
Poland,Retail - Other Retail,2018-12,31/12/2018,PD,0.036256245
Portugal,Corporates,2018-12,31/12/2018,PD,0.044248144
Portugal,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Portugal,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.067199175
Portugal,Retail,2018-12,31/12/2018,PD,0.019213958
Portugal,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.015750347
Portugal,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.047901202
Portugal,Retail - Other Retail,2018-12,31/12/2018,PD,0.034487267
Romania,Corporates,2018-12,31/12/2018,PD,0.029118599
Romania,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Romania,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.03871288
Romania,Retail,2018-12,31/12/2018,PD,0.435008799
Romania,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.445874214
Romania,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.595180374
Romania,Retail - Other Retail,2018-12,31/12/2018,PD,0.362118538
Slovakia,Corporates,2018-12,31/12/2018,PD,0.018784316
Slovakia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Slovakia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.036423146
Slovakia,Retail,2018-12,31/12/2018,PD,0.09506528
Slovakia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.102507196
Slovakia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.523450872
Slovakia,Retail - Other Retail,2018-12,31/12/2018,PD,0.033987853
Slovenia,Corporates,2018-12,31/12/2018,PD,0.053732944
Slovenia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Slovenia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.051394563
Slovenia,Retail,2018-12,31/12/2018,PD,0.026013149
Slovenia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.024728398
Slovenia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.018674052
Slovenia,Retail - Other Retail,2018-12,31/12/2018,PD,0.024899825
Spain,Corporates,2018-12,31/12/2018,PD,0.026841776
Spain,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Spain,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.036180487
Spain,Retail,2018-12,31/12/2018,PD,0.01800702
Spain,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.014892761
Spain,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.02293384
Spain,Retail - Other Retail,2018-12,31/12/2018,PD,0.025901836
Sweden,Corporates,2018-12,31/12/2018,PD,0.006973856
Sweden,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Sweden,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.007758497
Sweden,Retail,2018-12,31/12/2018,PD,0.003873627
Sweden,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.002881548
Sweden,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.014794911
Sweden,Retail - Other Retail,2018-12,31/12/2018,PD,0.014283025
United Kingdom,Corporates,2018-12,31/12/2018,PD,0.011985344
United Kingdom,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
United Kingdom,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.02680055
United Kingdom,Retail,2018-12,31/12/2018,PD,0.015364676
United Kingdom,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.013625215
United Kingdom,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.021301709
United Kingdom,Retail - Other Retail,2018-12,31/12/2018,PD,0.028181201
Australia,Corporates,2018-12,31/12/2018,PD,0.007889019
Australia,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Australia,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.009634278
Australia,Retail,2018-12,31/12/2018,PD,0.004919049
Australia,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.004515142
Australia,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.009722146
Australia,Retail - Other Retail,2018-12,31/12/2018,PD,0.017396171
Canada,Corporates,2018-12,31/12/2018,PD,0.01029881
Canada,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Canada,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.013710732
Canada,Retail,2018-12,31/12/2018,PD,0.007113451
Canada,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.00526872
Canada,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.019110069
Canada,Retail - Other Retail,2018-12,31/12/2018,PD,0.020967953
China,Corporates,2018-12,31/12/2018,PD,0.008793219
China,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
China,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.019792018
China,Retail,2018-12,31/12/2018,PD,0.007610578
China,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.006783313
China,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.007643043
China,Retail - Other Retail,2018-12,31/12/2018,PD,0.009416772
Hong Kong,Corporates,2018-12,31/12/2018,PD,0.010030896
Hong Kong,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Hong Kong,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.029403818
Hong Kong,Retail,2018-12,31/12/2018,PD,0.006372649
Hong Kong,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.004103906
Hong Kong,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.009255856
Hong Kong,Retail - Other Retail,2018-12,31/12/2018,PD,0.013018705
India,Corporates,2018-12,31/12/2018,PD,0.028231662
India,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
India,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.113031322
India,Retail,2018-12,31/12/2018,PD,0.042207106
India,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.004526368
India,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.121477763
India,Retail - Other Retail,2018-12,31/12/2018,PD,0.031975736
"Korea, Republic Of",Corporates,2018-12,31/12/2018,PD,0.007137421
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
"Korea, Republic Of",Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.028279128
"Korea, Republic Of",Retail,2018-12,31/12/2018,PD,0.006926641
"Korea, Republic Of",Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.002747291
"Korea, Republic Of",Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.006662738
"Korea, Republic Of",Retail - Other Retail,2018-12,31/12/2018,PD,0.015258696
Russian Federation,Corporates,2018-12,31/12/2018,PD,0.00934382
Russian Federation,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Russian Federation,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.028952873
Russian Federation,Retail,2018-12,31/12/2018,PD,0.019800354
Russian Federation,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.022046488
Russian Federation,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.085865617
Russian Federation,Retail - Other Retail,2018-12,31/12/2018,PD,0.014656394
Singapore,Corporates,2018-12,31/12/2018,PD,0.015541405
Singapore,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Singapore,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.126246185
Singapore,Retail,2018-12,31/12/2018,PD,0.007825699
Singapore,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.002977059
Singapore,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.035706248
Singapore,Retail - Other Retail,2018-12,31/12/2018,PD,0.02613288
Switzerland,Corporates,2018-12,31/12/2018,PD,0.011583751
Switzerland,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
Switzerland,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.011725745
Switzerland,Retail,2018-12,31/12/2018,PD,0.008070405
Switzerland,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.006801347
Switzerland,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.016169539
Switzerland,Retail - Other Retail,2018-12,31/12/2018,PD,0.011858044
United States,Corporates,2018-12,31/12/2018,PD,0.009664064
United States,Corporates - Of Which: Specialised Lending,2018-12,31/12/2018,PD,
United States,Corporates - Of Which: SME,2018-12,31/12/2018,PD,0.027543666
United States,Retail,2018-12,31/12/2018,PD,0.018390226
United States,Retail - Secured on real estate property,2018-12,31/12/2018,PD,0.010839724
United States,Retail - Qualifying Revolving,2018-12,31/12/2018,PD,0.017804403
United States,Retail - Other Retail,2018-12,31/12/2018,PD,0.025818414
Austria,Corporates,2018-09,30/09/2018,PD,0.013861013
Austria,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Austria,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.025694643
Austria,Retail,2018-09,30/09/2018,PD,0.016004638
Austria,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.014571938
Austria,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.016383431
Austria,Retail - Other Retail,2018-09,30/09/2018,PD,0.02177094
Belgium,Corporates,2018-09,30/09/2018,PD,0.019458165
Belgium,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Belgium,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.026869483
Belgium,Retail,2018-09,30/09/2018,PD,0.012651484
Belgium,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.011641734
Belgium,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.011229979
Belgium,Retail - Other Retail,2018-09,30/09/2018,PD,0.017709517
Bulgaria,Corporates,2018-09,30/09/2018,PD,0.045203302
Bulgaria,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Bulgaria,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.04455654
Bulgaria,Retail,2018-09,30/09/2018,PD,0.028825435
Bulgaria,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.024442327
Bulgaria,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.027165584
Bulgaria,Retail - Other Retail,2018-09,30/09/2018,PD,0.039468923
Croatia,Corporates,2018-09,30/09/2018,PD,0.028906279
Croatia,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Croatia,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.05037423
Croatia,Retail,2018-09,30/09/2018,PD,0.01913486
Croatia,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.013905305
Croatia,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.018170505
Croatia,Retail - Other Retail,2018-09,30/09/2018,PD,0.021579249
Cyprus,Corporates,2018-09,30/09/2018,PD,0.060516768
Cyprus,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Cyprus,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.01406594
Cyprus,Retail,2018-09,30/09/2018,PD,0.010018272
Cyprus,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.00992804
Cyprus,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.006377804
Cyprus,Retail - Other Retail,2018-09,30/09/2018,PD,0.010768989
Czech,Corporates,2018-09,30/09/2018,PD,0.016762323
Czech,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Czech,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.022524349
Czech,Retail,2018-09,30/09/2018,PD,0.018358796
Czech,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.012123188
Czech,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.049567129
Czech,Retail - Other Retail,2018-09,30/09/2018,PD,0.033850564
Denmark,Corporates,2018-09,30/09/2018,PD,0.014339226
Denmark,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Denmark,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.017853851
Denmark,Retail,2018-09,30/09/2018,PD,0.011927955
Denmark,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.01163539
Denmark,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.016228869
Denmark,Retail - Other Retail,2018-09,30/09/2018,PD,0.019988929
Estonia,Corporates,2018-09,30/09/2018,PD,0.010024497
Estonia,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Estonia,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.014974713
Estonia,Retail,2018-09,30/09/2018,PD,0.015650966
Estonia,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.012193013
Estonia,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.013719942
Estonia,Retail - Other Retail,2018-09,30/09/2018,PD,0.029227716
France,Corporates,2018-09,30/09/2018,PD,0.010348868
Finland,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Finland,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.015045382
Finland,Retail,2018-09,30/09/2018,PD,0.011680681
Finland,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.03335708
Finland,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.01608455
Finland,Retail - Other Retail,2018-09,30/09/2018,PD,0.047917305
France,Corporates,2018-09,30/09/2018,PD,0.012222394
France,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
France,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.021090258
France,Retail,2018-09,30/09/2018,PD,0.017034047
France,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.012584145
France,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.037268137
France,Retail - Other Retail,2018-09,30/09/2018,PD,0.022555439
Germany,Corporates,2018-09,30/09/2018,PD,0.011511015
Germany,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Germany,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.01209206
Germany,Retail,2018-09,30/09/2018,PD,0.01151484
Germany,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.009585637
Germany,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.007337618
Germany,Retail - Other Retail,2018-09,30/09/2018,PD,0.019193952
Greece,Corporates,2018-09,30/09/2018,PD,0.127607089
Greece,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Greece,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.1513043
Greece,Retail,2018-09,30/09/2018,PD,0.100789706
Greece,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.078716354
Greece,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.097097745
Greece,Retail - Other Retail,2018-09,30/09/2018,PD,0.389206629
Hungary,Corporates,2018-09,30/09/2018,PD,0.017678044
Hungary,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Hungary,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.033813636
Hungary,Retail,2018-09,30/09/2018,PD,0.031262595
Hungary,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.026042003
Hungary,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.043058914
Hungary,Retail - Other Retail,2018-09,30/09/2018,PD,0.039718792
Ireland,Corporates,2018-09,30/09/2018,PD,0.016475742
Ireland,Corporates - Of Which: Specialised Lending,2018-09,30/09/2018,PD,
Ireland,Corporates - Of Which: SME,2018-09,30/09/2018,PD,0.031997889
Ireland,Retail,2018-09,30/09/2018,PD,0.027625458
Ireland,Retail - Secured on real estate property,2018-09,30/09/2018,PD,0.025795111
Ireland,Retail - Qualifying Revolving,2018-09,30/09/2018,PD,0.033349814
Ireland,Retail - Other Retail,2018-09,30/09/2018,PD,0.039101596
Italy,Corporates,2018-09,30/09/2018,PD,0.091235721
