Country,Segment,Date,Snapshot Date,Metric,Value
Germany,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.314335528
Germany,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.377256606
Greece,Corporates,2021-12,31/12/2021,Loss rate,
Greece,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Greece,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Greece,Retail,2021-12,31/12/2021,Loss rate,0.749559381
Greece,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Greece,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.832905727
Greece,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.944668204
Hungary,Corporates,2021-12,31/12/2021,Loss rate,0.346219211
Hungary,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Hungary,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.320775104
Hungary,Retail,2021-12,31/12/2021,Loss rate,0.565162041
Hungary,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.269304872
Hungary,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.519526872
Hungary,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.620675452
Ireland,Corporates,2021-12,31/12/2021,Loss rate,0.170667825
Ireland,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Ireland,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.155982193
Ireland,Retail,2021-12,31/12/2021,Loss rate,0.169243418
Ireland,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.151405631
Ireland,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.253061154
Ireland,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.257643938
Italy,Corporates,2021-12,31/12/2021,Loss rate,0.243716211
Italy,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Italy,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.253034742
Italy,Retail,2021-12,31/12/2021,Loss rate,0.285546909
Italy,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.210655215
Italy,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.368940969
Italy,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.374708031
Latvia,Corporates,2021-12,31/12/2021,Loss rate,
Latvia,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Latvia,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Latvia,Retail,2021-12,31/12/2021,Loss rate,0.393386232
Latvia,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.367258125
Latvia,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.65574918
Latvia,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.511803462
Lithuania,Corporates,2021-12,31/12/2021,Loss rate,
Lithuania,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Lithuania,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Lithuania,Retail,2021-12,31/12/2021,Loss rate,0.373277558
Lithuania,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.372037689
Lithuania,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.653546571
Lithuania,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.39367953
Luxembourg,Corporates,2021-12,31/12/2021,Loss rate,0.100219908
Luxembourg,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Luxembourg,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.31474991
Luxembourg,Retail,2021-12,31/12/2021,Loss rate,0.124740067
Luxembourg,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.029414443
Luxembourg,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.392788709
Luxembourg,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.181729762
Malta,Corporates,2021-12,31/12/2021,Loss rate,
Malta,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Malta,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Malta,Retail,2021-12,31/12/2021,Loss rate,0.5792691
Malta,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Malta,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,
Malta,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.544841122
Netherlands,Corporates,2021-12,31/12/2021,Loss rate,0.104958591
Netherlands,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Netherlands,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.106247648
Netherlands,Retail,2021-12,31/12/2021,Loss rate,0.083660024
Netherlands,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.047455057
Netherlands,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.420577437
Netherlands,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.271096001
Norway,Corporates,2021-12,31/12/2021,Loss rate,0.553218493
Norway,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Norway,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Norway,Retail,2021-12,31/12/2021,Loss rate,0.195147219
Norway,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.083456589
Norway,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.514720914
Norway,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.242910415
Poland,Corporates,2021-12,31/12/2021,Loss rate,0.304576246
Poland,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Poland,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Poland,Retail,2021-12,31/12/2021,Loss rate,0.380498337
Poland,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.24096787
Poland,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.432213982
Poland,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.474128149
Portugal,Corporates,2021-12,31/12/2021,Loss rate,0.327231774
Portugal,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Portugal,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.296331518
Portugal,Retail,2021-12,31/12/2021,Loss rate,0.204683331
Portugal,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.073268922
Portugal,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.303732852
Portugal,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.32493497
Romania,Corporates,2021-12,31/12/2021,Loss rate,0.711443518
Romania,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Romania,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Romania,Retail,2021-12,31/12/2021,Loss rate,0.592170331
Romania,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Romania,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.625526428
Romania,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.626261771
Slovakia,Corporates,2021-12,31/12/2021,Loss rate,0.499808177
Slovakia,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Slovakia,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.583034901
Slovakia,Retail,2021-12,31/12/2021,Loss rate,0.433931813
Slovakia,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.344640173
Slovakia,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.564114332
Slovakia,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.629287223
Slovenia,Corporates,2021-12,31/12/2021,Loss rate,
Slovenia,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Slovenia,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Slovenia,Retail,2021-12,31/12/2021,Loss rate,0.852518534
Slovenia,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Slovenia,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,
Slovenia,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.442448179
Spain,Corporates,2021-12,31/12/2021,Loss rate,0.210900485
Spain,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,0.278803414
Spain,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.220732678
Spain,Retail,2021-12,31/12/2021,Loss rate,0.263136811
Spain,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.179479378
Spain,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.533540698
Spain,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.383716251
Sweden,Corporates,2021-12,31/12/2021,Loss rate,0.17774551
Sweden,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Sweden,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.158733051
Sweden,Retail,2021-12,31/12/2021,Loss rate,0.146651998
Sweden,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.047548819
Sweden,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.531297543
Sweden,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.305380942
United Kingdom,Corporates,2021-12,31/12/2021,Loss rate,0.25017637
United Kingdom,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,0.208799077
United Kingdom,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,0.317294225
United Kingdom,Retail,2021-12,31/12/2021,Loss rate,0.059914746
United Kingdom,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.042943675
United Kingdom,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.491236799
United Kingdom,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.530210567
Australia,Corporates,2021-12,31/12/2021,Loss rate,0.11443961
Australia,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Australia,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Australia,Retail,2021-12,31/12/2021,Loss rate,0.043706066
Australia,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.034573895
Australia,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.386252347
Australia,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.207875251
Canada,Corporates,2021-12,31/12/2021,Loss rate,
Canada,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Canada,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Canada,Retail,2021-12,31/12/2021,Loss rate,0.139710029
Canada,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Canada,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.313625631
Canada,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.137355487
China,Corporates,2021-12,31/12/2021,Loss rate,
China,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
China,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
China,Retail,2021-12,31/12/2021,Loss rate,0.117878574
China,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
China,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.421644431
China,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.404237329
Hong Kong,Corporates,2021-12,31/12/2021,Loss rate,
Hong Kong,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Hong Kong,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Hong Kong,Retail,2021-12,31/12/2021,Loss rate,
Hong Kong,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Hong Kong,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,
Hong Kong,Retail - Other Retail,2021-12,31/12/2021,Loss rate,
India,Corporates,2021-12,31/12/2021,Loss rate,
India,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
India,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
India,Retail,2021-12,31/12/2021,Loss rate,0.536226075
India,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
India,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.49525572
India,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.571361182
"Korea, Republic Of",Corporates,2021-12,31/12/2021,Loss rate,
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
"Korea, Republic Of",Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
"Korea, Republic Of",Retail,2021-12,31/12/2021,Loss rate,0.076667293
"Korea, Republic Of",Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
"Korea, Republic Of",Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,
"Korea, Republic Of",Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.727438218
Russian Federation,Corporates,2021-12,31/12/2021,Loss rate,
Russian Federation,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Russian Federation,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Russian Federation,Retail,2021-12,31/12/2021,Loss rate,0.160120355
Russian Federation,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.160413375
Russian Federation,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.363016724
Russian Federation,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.174665479
Singapore,Corporates,2021-12,31/12/2021,Loss rate,
Singapore,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Singapore,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Singapore,Retail,2021-12,31/12/2021,Loss rate,0.106966568
Singapore,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
Singapore,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,
Singapore,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.244308722
Switzerland,Corporates,2021-12,31/12/2021,Loss rate,0.11715118
Switzerland,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,
Switzerland,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
Switzerland,Retail,2021-12,31/12/2021,Loss rate,0.117152607
Switzerland,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,0.135668507
Switzerland,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.328190329
Switzerland,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.096449474
United States,Corporates,2021-12,31/12/2021,Loss rate,0.223971397
United States,Corporates - Of Which: Specialised Lending,2021-12,31/12/2021,Loss rate,0.113037691
United States,Corporates - Of Which: SME,2021-12,31/12/2021,Loss rate,
United States,Retail,2021-12,31/12/2021,Loss rate,0.17042042
United States,Retail - Secured on real estate property,2021-12,31/12/2021,Loss rate,
United States,Retail - Qualifying Revolving,2021-12,31/12/2021,Loss rate,0.318574407
United States,Retail - Other Retail,2021-12,31/12/2021,Loss rate,0.172121163
Austria,Corporates,2021-09,30/09/2021,Loss rate,0.410130042
Austria,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Austria,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.180665088
Austria,Retail,2021-09,30/09/2021,Loss rate,0.269533644
Austria,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.07752888
Austria,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.556704926
Austria,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.406939657
Belgium,Corporates,2021-09,30/09/2021,Loss rate,0.166652142
Belgium,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Belgium,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.155643117
Belgium,Retail,2021-09,30/09/2021,Loss rate,0.08813273
Belgium,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.032683095
Belgium,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.180673043
Belgium,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.230525075
Bulgaria,Corporates,2021-09,30/09/2021,Loss rate,
Bulgaria,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Bulgaria,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Bulgaria,Retail,2021-09,30/09/2021,Loss rate,0.611610139
Bulgaria,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.498620287
Bulgaria,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.930627863
Bulgaria,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.729073361
Croatia,Corporates,2021-09,30/09/2021,Loss rate,
Croatia,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Croatia,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Croatia,Retail,2021-09,30/09/2021,Loss rate,0.158223203
Croatia,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,
Croatia,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.539518243
Croatia,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.154050647
Cyprus,Corporates,2021-09,30/09/2021,Loss rate,0.185906536
Cyprus,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Cyprus,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Cyprus,Retail,2021-09,30/09/2021,Loss rate,0.213917625
Cyprus,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,
Cyprus,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.657098742
Cyprus,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.504963401
Czech,Corporates,2021-09,30/09/2021,Loss rate,0.391123595
Czech,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,0.318955233
Czech,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.3336841
Czech,Retail,2021-09,30/09/2021,Loss rate,0.339020005
Czech,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.192134666
Czech,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.50021767
Czech,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.464235496
Denmark,Corporates,2021-09,30/09/2021,Loss rate,0.16457757
Denmark,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Denmark,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.234265986
Denmark,Retail,2021-09,30/09/2021,Loss rate,0.121465487
Denmark,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.093315314
Denmark,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.28442877
Denmark,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.355515219
Estonia,Corporates,2021-09,30/09/2021,Loss rate,
Estonia,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Estonia,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Estonia,Retail,2021-09,30/09/2021,Loss rate,0.289459446
Estonia,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.285120238
Estonia,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.665045425
Estonia,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.308071124
Finland,Corporates,2021-09,30/09/2021,Loss rate,0.148455836
Finland,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Finland,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.119164317
Finland,Retail,2021-09,30/09/2021,Loss rate,0.041924866
Finland,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.028790468
Finland,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.261683015
Finland,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.090049356
France,Corporates,2021-09,30/09/2021,Loss rate,0.213644228
France,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,0.032094625
France,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.249002134
France,Retail,2021-09,30/09/2021,Loss rate,0.212181048
France,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.10510215
France,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.409686182
France,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.265333571
Germany,Corporates,2021-09,30/09/2021,Loss rate,0.300960071
Germany,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,0.298460729
Germany,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.358777094
Germany,Retail,2021-09,30/09/2021,Loss rate,0.240380875
Germany,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.08657886
Germany,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.276478517
Germany,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.356176283
Greece,Corporates,2021-09,30/09/2021,Loss rate,
Greece,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Greece,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Greece,Retail,2021-09,30/09/2021,Loss rate,0.731410099
Greece,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,
Greece,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.666105483
Greece,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.7925426
Hungary,Corporates,2021-09,30/09/2021,Loss rate,0.33865213
Hungary,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Hungary,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.360762832
Hungary,Retail,2021-09,30/09/2021,Loss rate,0.543300863
Hungary,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.507010114
Hungary,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.492647698
Hungary,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.584686751
Ireland,Corporates,2021-09,30/09/2021,Loss rate,0.230444297
Ireland,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Ireland,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.175433439
Ireland,Retail,2021-09,30/09/2021,Loss rate,0.158083755
Ireland,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.138352044
Ireland,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.225349733
Ireland,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.261507787
Italy,Corporates,2021-09,30/09/2021,Loss rate,0.247781394
Italy,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,0.184785785
Italy,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.260359507
Italy,Retail,2021-09,30/09/2021,Loss rate,0.36078195
Italy,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.299010806
Italy,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.346529178
Italy,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.444261023
Latvia,Corporates,2021-09,30/09/2021,Loss rate,
Latvia,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Latvia,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Latvia,Retail,2021-09,30/09/2021,Loss rate,0.376969727
Latvia,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.35216509
Latvia,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.689503854
Latvia,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.468613197
Lithuania,Corporates,2021-09,30/09/2021,Loss rate,0.702419458
Lithuania,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Lithuania,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Lithuania,Retail,2021-09,30/09/2021,Loss rate,0.380292281
Lithuania,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.377761256
Lithuania,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.491726624
Lithuania,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.416337493
Luxembourg,Corporates,2021-09,30/09/2021,Loss rate,0.106433449
Luxembourg,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Luxembourg,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.284985396
Luxembourg,Retail,2021-09,30/09/2021,Loss rate,0.103118136
Luxembourg,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.030071552
Luxembourg,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.424780189
Luxembourg,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.159058627
Malta,Corporates,2021-09,30/09/2021,Loss rate,
Malta,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Malta,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Malta,Retail,2021-09,30/09/2021,Loss rate,0.515561222
Malta,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,
Malta,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,
Malta,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.529393969
Netherlands,Corporates,2021-09,30/09/2021,Loss rate,0.119096046
Netherlands,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,0.073332722
Netherlands,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.119451599
Netherlands,Retail,2021-09,30/09/2021,Loss rate,0.093856959
Netherlands,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.052473667
Netherlands,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.406367171
Netherlands,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.282021613
Norway,Corporates,2021-09,30/09/2021,Loss rate,0.509941724
Norway,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Norway,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Norway,Retail,2021-09,30/09/2021,Loss rate,0.204113394
Norway,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.083382654
Norway,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.309633678
Norway,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.239784096
Poland,Corporates,2021-09,30/09/2021,Loss rate,0.290713004
Poland,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Poland,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Poland,Retail,2021-09,30/09/2021,Loss rate,0.372178423
Poland,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.242239165
Poland,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.444321215
Poland,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.467670153
Portugal,Corporates,2021-09,30/09/2021,Loss rate,0.376763026
Portugal,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Portugal,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,0.350746252
Portugal,Retail,2021-09,30/09/2021,Loss rate,0.215639248
Portugal,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,0.08192309
Portugal,Retail - Qualifying Revolving,2021-09,30/09/2021,Loss rate,0.254854088
Portugal,Retail - Other Retail,2021-09,30/09/2021,Loss rate,0.327915926
Romania,Corporates,2021-09,30/09/2021,Loss rate,0.641030152
Romania,Corporates - Of Which: Specialised Lending,2021-09,30/09/2021,Loss rate,
Romania,Corporates - Of Which: SME,2021-09,30/09/2021,Loss rate,
Romania,Retail,2021-09,30/09/2021,Loss rate,0.591350981
Romania,Retail - Secured on real estate property,2021-09,30/09/2021,Loss rate,
